Purchase ID,Customer Name,Age,Gender,City,Car Brand,Car Model,Fuel Type,Transmission,Purchase Date,Price,Loan Taken,Down Payment ,Loan Provider,Annual Income,Previous Car Owned,Customer Satisfaction Score
PUR118661,Tim,59,Female,Stuttgart,BMW,Insignia,Diesel,Manual,9/18/2023,"€ 18,252.30",Yes,"€ 10,310.00",Volksbank,"€ 71,143.00",Yes,4
PUR118662,Anna,64,Female,Hamburg,Mercedes,A3,Diesel,Manual,9/25/2024,"€ 28,606.68",No,"€ 9,546.00",Deutsche Bank,"€ 22,582.00",No,3
PUR118663,Anna,35,Male,Berlin,Volkswagen,Passat,Diesel,Manual,12/6/2021,"€ 46,359.87",No,"€ 7,187.00",Deutsche Bank,"€ 39,655.00",Yes,5
PUR118664,Laura,40,Female,Munich,Volkswagen,A3,Diesel,Manual,8/10/2022,"€ 39,710.69",Yes,"€ 6,570.00",Volksbank,"€ 37,163.00",Yes,3
PUR118665,Julia,41,Male,Berlin,Mercedes,A3,Diesel,Manual,9/17/2023,"€ 39,639.73",Yes,"€ 10,047.00",Volksbank,"€ 64,833.00",Yes,3
PUR118666,Anna,29,Male,Other,Porsche,C-Class,Electric,Automatic,8/14/2021,"€ 17,144.09",Yes,"€ 13,752.00",Commerzbank,"€ 101,628.00",No,4
PUR118667,Tim,47,Male,Cologne,Audi,C-Class,Petrol,Automatic,7/28/2023,"€ 32,754.74",Yes,"€ 3,353.00",Deutsche Bank,"€ 80,575.00",No,4
PUR118668,Hans,44,Female,Munich,Volkswagen,911,Diesel,Automatic,11/29/2021,"€ 41,440.16",Yes,"€ 8,281.00",Deutsche Bank,"€ 117,929.00",No,3
PUR118669,Tim,62,Female,Frankfurt,Volkswagen,Golf,Diesel,Automatic,3/24/2021,"€ 31,284.70",Yes,"€ 9,420.00",Deutsche Bank,"€ 38,851.00",No,4
PUR118670,Felix,76,Male,Hamburg,BMW,Passat,Diesel,Manual,6/8/2023,"€ 9,444.46",Yes,"€ 7,268.00",Commerzbank,"€ 23,870.00",Yes,3
PUR118672,Laura,45,Male,Hamburg,Volkswagen,Octavia,Diesel,Automatic,3/18/2023,"€ 21,119.59",Yes,"€ 12,484.00",Deutsche Bank,"€ 88,947.00",No,4
PUR118673,Hans,53,Male,Cologne,Mercedes,Golf,Diesel,Automatic,7/27/2023,"€ 21,853.88",Yes,"€ 1,532.00",Commerzbank,"€ 55,764.00",Yes,1
PUR118674,Sophie,68,Male,Cologne,Audi,X5,Petrol,Automatic,8/2/2021,"€ 30,218.69",No,"€ 9,201.00",None,"€ 22,020.00",Yes,4
PUR118675,Anna,44,Female,Stuttgart,Mercedes,C-Class,Electric,Manual,4/11/2024,"€ 15,059.12",No,"€ 12,917.00",Deutsche Bank,"€ 74,461.00",Yes,4
PUR118676,Tim,20,Female,Munich,Audi,A3,Diesel,Automatic,2/17/2023,"€ 15,200.33",Yes,"€ 5,976.00",Deutsche Bank,"€ 92,411.00",No,2
PUR118677,Julia,44,Female,Cologne,Audi,911,Diesel,Manual,9/27/2021,"€ 27,684.72",No,"€ 9,632.00",Deutsche Bank,"€ 111,086.00",No,4
PUR118678,Julia,63,Male,Munich,Volkswagen,A3,Petrol,Manual,1/4/2022,"€ 23,837.29",Yes,"€ 7,082.00",None,"€ 78,668.00",No,4
PUR118679,Sophie,52,Female,Munich,Audi,Octavia,Diesel,Automatic,4/24/2023,"€ 39,653.24",Yes,"€ 7,464.00",Commerzbank,"€ 113,151.00",No,3
PUR118680,Tim,44,Female,Frankfurt,Mercedes,X5,Petrol,Manual,12/25/2024,"€ 32,281.03",Yes,"€ 11,873.00",Deutsche Bank,"€ 71,804.00",No,1
PUR118681,Lukas,40,Male,Frankfurt,Volkswagen,911,Petrol,Manual,10/28/2021,"€ 20,927.83",Yes,"€ 3,490.00",Volksbank,"€ 43,062.00",No,5
PUR118682,Felix,48,Male,Other,Volkswagen,Golf,Diesel,Manual,11/12/2024,"€ 28,651.02",Yes,"€ 5,182.00",Deutsche Bank,"€ 105,025.00",No,4
PUR118683,Tim,30,Male,Other,Audi,Golf,Electric,Manual,9/28/2021,"€ 8,000.00",No,"€ 2,669.00",Deutsche Bank,"€ 89,739.00",Yes,5
PUR118684,Tim,63,Female,Munich,Volkswagen,Golf,Petrol,Manual,10/19/2021,"€ 12,169.10",Yes,"€ 5,848.00",Commerzbank,"€ 109,602.00",Yes,3
PUR118685,Felix,63,Male,Munich,Mercedes,911,Diesel,Automatic,4/12/2023,"€ 39,385.38",No,"€ 3,887.00",None,"€ 100,378.00",No,5
PUR118686,Julia,66,Male,Hamburg,Porsche,Insignia,Diesel,Manual,1/20/2024,"€ 15,526.52",Yes,"€ 10,904.00",Volksbank,"€ 86,002.00",Yes,5
PUR118687,Tim,56,Male,Berlin,Opel,C-Class,Petrol,Manual,12/22/2021,"€ 8,000.00",Yes,"€ 6,912.00",Volksbank,"€ 30,907.00",No,3
PUR118688,Laura,54,Male,Munich,Porsche,Passat,Diesel,Manual,3/22/2021,"€ 18,370.64",No,"€ 10,971.00",Commerzbank,"€ 93,170.00",No,4
PUR118689,Anna,79,Male,Berlin,BMW,Octavia,Petrol,Automatic,9/23/2021,"€ 35,014.17",No,"€ 4,910.00",None,"€ 93,929.00",Yes,2
PUR118690,Tim,67,Male,Berlin,Volkswagen,C-Class,Diesel,Manual,11/25/2023,"€ 8,000.00",No,"€ 10,506.00",Volksbank,"€ 28,152.00",Yes,3
PUR118691,Anna,52,Female,Munich,Volkswagen,Passat,Petrol,Automatic,12/11/2021,"€ 8,000.00",No,"€ 12,207.00",Deutsche Bank,"€ 25,541.00",Yes,2
PUR118692,Hans,46,Female,Cologne,Skoda,Golf,Electric,Manual,2/4/2024,"€ 38,862.72",Yes,"€ 2,988.00",Commerzbank,"€ 52,613.00",No,4
PUR118693,Tim,21,Female,Frankfurt,Porsche,Insignia,Electric,Automatic,7/16/2024,"€ 14,375.89",Yes,"€ 6,024.00",Commerzbank,"€ 90,453.00",No,5
PUR118694,Laura,21,Male,Hamburg,BMW,Passat,Diesel,Automatic,2/23/2023,"€ 20,446.76",No,"€ 13,162.00",Volksbank,"€ 58,108.00",No,4
PUR118695,Hans,35,Female,Stuttgart,Audi,A3,Petrol,Automatic,3/13/2022,"€ 30,786.12",No,"€ 14,116.00",Volksbank,"€ 115,504.00",Yes,3
PUR118696,Hans,24,Male,Hamburg,BMW,Passat,Petrol,Manual,4/4/2024,"€ 10,862.53",Yes,"€ 14,657.00",Deutsche Bank,"€ 22,308.00",Yes,5
PUR118697,Hans,69,Female,Frankfurt,Volkswagen,X5,Petrol,Manual,2/3/2022,"€ 42,540.77",Yes,"€ 1,186.00",Commerzbank,"€ 22,281.00",No,5
PUR118698,Sophie,70,Male,Berlin,Audi,Golf,Petrol,Automatic,4/7/2022,"€ 13,673.07",Yes,"€ 7,669.00",Deutsche Bank,"€ 71,837.00",No,3
PUR118699,Anna,40,Male,Stuttgart,Audi,A3,Petrol,Manual,3/2/2022,"€ 25,529.85",Yes,"€ 2,683.00",Deutsche Bank,"€ 23,126.00",No,5
PUR118700,Hans,43,Female,Hamburg,Volkswagen,Golf,Petrol,Automatic,10/17/2021,"€ 24,065.72",No,"€ 5,612.00",Commerzbank,"€ 103,231.00",No,4
PUR118701,Sophie,45,Female,Berlin,Volkswagen,Passat,Petrol,Manual,4/14/2022,"€ 41,174.51",No,"€ 10,449.00",Deutsche Bank,"€ 77,039.00",No,5
PUR118702,Hans,33,Female,Frankfurt,Mercedes,Insignia,Petrol,Automatic,11/1/2023,"€ 24,802.68",No,"€ 3,653.00",Deutsche Bank,"€ 109,090.00",No,4
PUR118703,Hans,22,Male,Berlin,Mercedes,Golf,Diesel,Manual,3/14/2022,"€ 16,940.23",Yes,"€ 2,582.00",Commerzbank,"€ 69,274.00",No,4
PUR118704,Hans,41,Female,Cologne,Volkswagen,Golf,Petrol,Manual,12/14/2024,"€ 13,135.60",Yes,"€ 1,442.00",Volksbank,"€ 113,234.00",Yes,3
PUR118705,Sophie,54,Male,Berlin,BMW,Octavia,Diesel,Automatic,3/14/2024,"€ 12,764.45",Yes,"€ 9,266.00",Commerzbank,"€ 55,057.00",Yes,4
PUR118706,Hans,50,Male,Cologne,Audi,Octavia,Petrol,Manual,7/30/2023,"€ 34,960.88",Yes,"€ 4,145.00",Commerzbank,"€ 46,243.00",No,2
PUR118707,Julia,50,Male,Munich,Audi,911,Petrol,Manual,7/24/2023,"€ 34,236.28",Yes,"€ 13,672.00",Deutsche Bank,"€ 24,638.00",No,4
PUR118708,Laura,47,Male,Frankfurt,Audi,Insignia,Petrol,Manual,3/7/2023,"€ 25,398.51",Yes,"€ 12,169.00",Commerzbank,"€ 117,910.00",No,3
PUR118709,Anna,46,Male,Stuttgart,Porsche,X5,Petrol,Automatic,4/2/2022,"€ 30,841.39",No,"€ 1,114.00",None,"€ 42,201.00",Yes,4
PUR118710,Anna,37,Female,Cologne,BMW,A3,Petrol,Manual,7/1/2022,"€ 39,311.83",Yes,"€ 6,051.00",Commerzbank,"€ 111,085.00",No,4
PUR118711,Lukas,52,Male,Munich,BMW,A3,Petrol,Automatic,11/22/2024,"€ 21,626.33",Yes,"€ 12,956.00",Commerzbank,"€ 84,728.00",Yes,2
PUR118712,Felix,44,Female,Munich,Opel,Golf,Petrol,Manual,5/21/2024,"€ 11,028.51",Yes,"€ 6,298.00",Deutsche Bank,"€ 38,227.00",Yes,3
PUR118713,Sophie,62,Male,Hamburg,Volkswagen,X5,Petrol,Manual,3/26/2022,"€ 30,848.74",Yes,"€ 7,791.00",Commerzbank,"€ 45,186.00",Yes,4
PUR118714,Hans,46,Male,Munich,BMW,A3,Petrol,Manual,1/25/2023,"€ 21,445.04",Yes,"€ 2,261.00",Volksbank,"€ 81,206.00",No,4
PUR118715,Lukas,50,Male,Stuttgart,Opel,Golf,Diesel,Automatic,3/24/2021,"€ 14,816.50",Yes,"€ 2,397.00",Volksbank,"€ 88,485.00",No,3
PUR118716,Julia,54,Female,Munich,Volkswagen,X5,Petrol,Manual,11/11/2022,"€ 26,453.48",Yes,"€ 14,436.00",Deutsche Bank,"€ 93,937.00",No,3
PUR118717,Julia,57,Male,Berlin,Mercedes,C-Class,Diesel,Automatic,7/16/2023,"€ 12,897.32",Yes,"€ 3,874.00",None,"€ 114,569.00",No,2
PUR118718,Julia,57,Male,Stuttgart,Volkswagen,Passat,Hybrid,Automatic,10/8/2023,"€ 8,000.00",Yes,"€ 3,758.00",Deutsche Bank,"€ 58,264.00",Yes,4
PUR118719,Lukas,57,Male,Munich,BMW,X5,Diesel,Automatic,1/6/2021,"€ 41,915.93",Yes,"€ 9,877.00",Commerzbank,"€ 70,393.00",Yes,4
PUR118720,Lukas,40,Female,Stuttgart,Audi,Insignia,Petrol,Manual,4/17/2024,"€ 34,540.41",Yes,"€ 14,750.00",Commerzbank,"€ 81,517.00",Yes,3
PUR118721,Felix,44,Female,Stuttgart,Mercedes,911,Diesel,Automatic,9/16/2022,"€ 36,179.36",No,"€ 8,114.00",Deutsche Bank,"€ 43,475.00",No,4
PUR118722,Tim,57,Male,Munich,Mercedes,C-Class,Petrol,Automatic,8/23/2021,"€ 29,227.20",No,"€ 3,297.00",Commerzbank,"€ 48,091.00",Yes,4
PUR118723,Felix,33,Male,Munich,Opel,Golf,Petrol,Automatic,7/28/2023,"€ 11,115.77",Yes,"€ 2,229.00",Volksbank,"€ 50,748.00",No,5
PUR118724,Julia,60,Male,Cologne,BMW,Passat,Diesel,Automatic,5/6/2021,"€ 26,461.70",Yes,"€ 14,621.00",Deutsche Bank,"€ 107,110.00",No,4
PUR118725,Laura,28,Female,Frankfurt,Audi,Insignia,Hybrid,Manual,3/15/2021,"€ 33,019.06",Yes,"€ 2,547.00",Volksbank,"€ 30,837.00",Yes,4
PUR118726,Felix,49,Female,Frankfurt,BMW,C-Class,Petrol,Automatic,10/17/2021,"€ 35,888.12",Yes,"€ 7,002.00",Deutsche Bank,"€ 76,712.00",Yes,3
PUR118727,Laura,36,Male,Hamburg,Volkswagen,Passat,Diesel,Manual,9/8/2021,"€ 24,813.49",No,"€ 7,778.00",Deutsche Bank,"€ 79,178.00",Yes,5
PUR118728,Hans,36,Male,Frankfurt,BMW,C-Class,Petrol,Automatic,5/7/2022,"€ 27,196.11",No,"€ 2,699.00",Deutsche Bank,"€ 66,314.00",No,4
PUR118729,Lukas,44,Female,Munich,Volkswagen,Passat,Diesel,Manual,2/3/2022,"€ 39,198.60",Yes,"€ 5,244.00",Commerzbank,"€ 43,537.00",Yes,4
PUR118730,Anna,31,Female,Other,Volkswagen,X5,Petrol,Automatic,8/19/2022,"€ 26,134.00",Yes,"€ 9,184.00",Commerzbank,"€ 61,094.00",Yes,3
PUR118731,Tim,53,Male,Munich,BMW,Golf,Petrol,Automatic,12/11/2023,"€ 35,423.80",Yes,"€ 14,857.00",Deutsche Bank,"€ 105,016.00",Yes,5
PUR118732,Anna,49,Male,Munich,Volkswagen,C-Class,Hybrid,Manual,4/24/2021,"€ 17,015.65",Yes,"€ 12,065.00",Deutsche Bank,"€ 117,817.00",Yes,4
PUR118733,Laura,61,Male,Berlin,BMW,Octavia,Petrol,Manual,12/7/2024,"€ 36,700.26",Yes,"€ 11,758.00",Commerzbank,"€ 34,310.00",Yes,4
PUR118734,Hans,63,Male,Other,Volkswagen,Golf,Petrol,Manual,9/19/2022,"€ 37,786.47",Yes,"€ 14,296.00",Commerzbank,"€ 39,339.00",No,3
PUR118735,Lukas,63,Male,Cologne,BMW,Insignia,Petrol,Automatic,11/28/2021,"€ 26,866.31",No,"€ 3,198.00",Commerzbank,"€ 52,903.00",Yes,4
PUR118736,Felix,24,Female,Cologne,Skoda,C-Class,Petrol,Manual,7/18/2024,"€ 12,714.48",Yes,"€ 7,216.00",Deutsche Bank,"€ 29,437.00",No,2
PUR118737,Hans,46,Female,Stuttgart,Opel,C-Class,Diesel,Manual,1/16/2024,"€ 35,283.12",Yes,"€ 12,702.00",Volksbank,"€ 54,669.00",No,3
PUR118738,Sophie,59,Male,Berlin,Volkswagen,X5,Electric,Manual,12/12/2022,"€ 35,125.71",No,"€ 1,047.00",Commerzbank,"€ 44,408.00",Yes,4
PUR118739,Lukas,25,Male,Munich,Audi,Insignia,Petrol,Manual,6/2/2024,"€ 38,300.77",Yes,"€ 1,185.00",Commerzbank,"€ 20,809.00",No,2
PUR118740,Sophie,55,Female,Cologne,Porsche,Octavia,Petrol,Manual,5/8/2023,"€ 25,006.34",No,"€ 13,527.00",Volksbank,"€ 98,366.00",Yes,1
PUR118741,Felix,51,Male,Munich,Volkswagen,Golf,Diesel,Automatic,10/25/2021,"€ 12,197.25",Yes,"€ 14,705.00",Deutsche Bank,"€ 108,756.00",Yes,5
PUR118742,Felix,53,Male,Cologne,Audi,Passat,Petrol,Automatic,5/23/2021,"€ 28,409.96",Yes,"€ 2,725.00",Volksbank,"€ 85,996.00",No,5
PUR118743,Laura,39,Male,Frankfurt,BMW,911,Diesel,Manual,1/16/2021,"€ 21,745.59",Yes,"€ 13,527.00",Deutsche Bank,"€ 93,561.00",No,2
PUR118744,Julia,41,Female,Munich,Audi,X5,Petrol,Manual,2/20/2022,"€ 26,861.42",Yes,"€ 7,563.00",Volksbank,"€ 115,447.00",No,3
PUR118745,Laura,72,Female,Hamburg,Volkswagen,X5,Petrol,Automatic,6/8/2023,"€ 31,140.48",Yes,"€ 5,760.00",Volksbank,"€ 25,954.00",Yes,4
PUR118746,Julia,65,Female,Hamburg,Mercedes,Octavia,Diesel,Manual,2/20/2021,"€ 14,064.89",No,"€ 4,558.00",Commerzbank,"€ 96,932.00",No,4
PUR118747,Tim,65,Female,Munich,Mercedes,C-Class,Diesel,Automatic,11/13/2023,"€ 17,429.61",No,"€ 9,636.00",Commerzbank,"€ 110,397.00",No,4
PUR118748,Felix,51,Male,Hamburg,Volkswagen,Passat,Diesel,Manual,11/23/2021,"€ 8,000.00",Yes,"€ 2,366.00",Commerzbank,"€ 58,835.00",No,3
PUR118749,Anna,55,Female,Hamburg,Audi,C-Class,Petrol,Automatic,6/11/2021,"€ 48,552.61",No,"€ 4,579.00",None,"€ 24,160.00",No,4
PUR118750,Lukas,67,Male,Hamburg,Volkswagen,Octavia,Diesel,Automatic,3/4/2024,"€ 47,983.02",Yes,"€ 11,222.00",None,"€ 44,676.00",No,3
PUR118751,Felix,42,Female,Frankfurt,BMW,X5,Petrol,Manual,6/9/2024,"€ 28,702.71",Yes,"€ 2,958.00",Commerzbank,"€ 51,692.00",Yes,2
PUR118752,Julia,58,Male,Frankfurt,BMW,X5,Hybrid,Automatic,12/10/2023,"€ 25,385.98",No,"€ 1,710.00",Volksbank,"€ 91,483.00",No,4
PUR118753,Felix,63,Male,Berlin,Opel,A3,Petrol,Manual,5/19/2024,"€ 19,382.35",Yes,"€ 8,694.00",Deutsche Bank,"€ 96,584.00",No,2
PUR118754,Tim,24,Male,Stuttgart,Volkswagen,Insignia,Petrol,Manual,4/11/2022,"€ 36,399.78",Yes,"€ 12,918.00",Deutsche Bank,"€ 98,717.00",Yes,1
PUR118755,Anna,49,Male,Stuttgart,Opel,C-Class,Petrol,Automatic,7/28/2024,"€ 35,394.47",Yes,"€ 8,126.00",Volksbank,"€ 62,112.00",No,2
PUR118756,Tim,31,Male,Hamburg,BMW,A3,Electric,Manual,2/21/2024,"€ 10,042.32",Yes,"€ 6,236.00",Deutsche Bank,"€ 45,515.00",No,3
PUR118757,Hans,32,Male,Frankfurt,BMW,Insignia,Diesel,Automatic,5/21/2024,"€ 29,882.35",Yes,"€ 9,420.00",Deutsche Bank,"€ 115,659.00",No,2
PUR118758,Laura,47,Female,Other,Audi,Golf,Petrol,Automatic,7/15/2024,"€ 18,203.37",No,"€ 4,614.00",Commerzbank,"€ 85,135.00",No,5
PUR118759,Sophie,58,Female,Frankfurt,Volkswagen,Insignia,Petrol,Manual,10/2/2022,"€ 26,045.11",No,"€ 11,201.00",Commerzbank,"€ 92,589.00",No,3
PUR118760,Sophie,54,Male,Munich,Volkswagen,Octavia,Diesel,Manual,12/29/2022,"€ 34,568.93",Yes,"€ 13,588.00",Deutsche Bank,"€ 98,414.00",Yes,3
PUR118761,Sophie,41,Male,Munich,Volkswagen,911,Diesel,Manual,2/18/2024,"€ 31,062.64",Yes,"€ 8,981.00",Deutsche Bank,"€ 115,109.00",No,5
PUR118762,Lukas,62,Female,Munich,Skoda,Insignia,Petrol,Manual,10/19/2024,"€ 21,716.67",Yes,"€ 9,899.00",None,"€ 44,523.00",No,4
PUR118763,Julia,40,Female,Frankfurt,BMW,911,Electric,Automatic,9/28/2024,"€ 15,593.16",Yes,"€ 6,542.00",Volksbank,"€ 105,178.00",No,5
PUR118764,Julia,33,Female,Stuttgart,Volkswagen,Octavia,Petrol,Automatic,12/27/2023,"€ 20,236.88",Yes,"€ 12,757.00",Deutsche Bank,"€ 36,248.00",No,4
PUR118765,Laura,59,Female,Berlin,Mercedes,C-Class,Petrol,Manual,8/30/2024,"€ 37,911.82",Yes,"€ 2,961.00",None,"€ 75,181.00",No,3
PUR118766,Julia,63,Male,Berlin,Volkswagen,911,Diesel,Automatic,5/29/2022,"€ 44,188.86",Yes,"€ 4,812.00",None,"€ 109,015.00",Yes,4
PUR118767,Tim,46,Female,Frankfurt,Volkswagen,Insignia,Petrol,Manual,6/21/2023,"€ 28,493.84",Yes,"€ 4,484.00",None,"€ 100,059.00",No,2
PUR118768,Julia,63,Male,Other,BMW,911,Petrol,Manual,3/26/2022,"€ 13,566.98",Yes,"€ 10,941.00",Commerzbank,"€ 62,119.00",No,3
PUR118769,Felix,59,Male,Frankfurt,Porsche,Insignia,Petrol,Manual,12/28/2024,"€ 37,815.77",Yes,"€ 14,920.00",Volksbank,"€ 26,867.00",No,4
PUR118770,Lukas,66,Male,Frankfurt,Audi,Octavia,Diesel,Automatic,6/3/2021,"€ 31,797.90",No,"€ 13,016.00",Commerzbank,"€ 83,127.00",No,4
PUR118771,Sophie,32,Male,Cologne,Volkswagen,X5,Electric,Automatic,10/29/2023,"€ 48,014.21",No,"€ 10,476.00",Commerzbank,"€ 66,106.00",No,3
PUR118772,Felix,66,Male,Hamburg,Opel,X5,Petrol,Manual,3/22/2021,"€ 39,411.84",Yes,"€ 4,513.00",Deutsche Bank,"€ 101,623.00",Yes,4
PUR118773,Laura,64,Male,Berlin,Volkswagen,X5,Petrol,Manual,7/24/2023,"€ 23,809.68",Yes,"€ 11,167.00",Deutsche Bank,"€ 87,493.00",Yes,5
PUR118774,Sophie,54,Female,Frankfurt,Audi,Octavia,Petrol,Manual,4/20/2022,"€ 14,045.04",Yes,"€ 9,657.00",Deutsche Bank,"€ 112,833.00",Yes,3
PUR118775,Laura,55,Female,Berlin,Volkswagen,Octavia,Petrol,Automatic,3/4/2024,"€ 25,309.02",Yes,"€ 6,276.00",Volksbank,"€ 77,175.00",No,5
PUR118776,Felix,43,Female,Cologne,Volkswagen,A3,Diesel,Automatic,11/26/2023,"€ 11,240.61",No,"€ 9,413.00",Volksbank,"€ 43,662.00",No,3
PUR118777,Hans,38,Male,Berlin,Volkswagen,C-Class,Petrol,Manual,11/10/2021,"€ 15,703.57",Yes,"€ 12,853.00",Commerzbank,"€ 85,135.00",No,5
PUR118778,Tim,57,Male,Hamburg,Mercedes,C-Class,Electric,Manual,3/29/2022,"€ 21,750.18",Yes,"€ 6,508.00",Deutsche Bank,"€ 57,818.00",Yes,3
PUR118779,Felix,40,Female,Stuttgart,Opel,X5,Petrol,Manual,1/15/2021,"€ 32,761.35",Yes,"€ 5,780.00",Deutsche Bank,"€ 104,590.00",Yes,1
PUR118780,Sophie,51,Male,Other,BMW,C-Class,Diesel,Manual,6/25/2024,"€ 15,971.09",Yes,"€ 12,856.00",Deutsche Bank,"€ 62,036.00",No,1
PUR118781,Felix,60,Female,Stuttgart,Audi,X5,Diesel,Automatic,5/29/2021,"€ 24,476.39",No,"€ 1,309.00",Commerzbank,"€ 61,730.00",No,3
PUR118782,Lukas,42,Male,Munich,Audi,X5,Petrol,Manual,2/29/2024,"€ 33,452.14",Yes,"€ 3,167.00",None,"€ 88,605.00",Yes,3
PUR118783,Lukas,54,Female,Munich,Audi,C-Class,Electric,Manual,6/11/2021,"€ 8,000.00",Yes,"€ 12,427.00",Deutsche Bank,"€ 22,121.00",Yes,2
PUR118784,Laura,43,Male,Cologne,Volkswagen,C-Class,Electric,Manual,12/10/2021,"€ 29,024.74",Yes,"€ 11,290.00",Deutsche Bank,"€ 97,770.00",No,1
PUR118785,Felix,79,Male,Berlin,Skoda,911,Electric,Manual,11/24/2023,"€ 20,546.97",Yes,"€ 9,464.00",Deutsche Bank,"€ 39,218.00",No,4
PUR118786,Hans,42,Male,Berlin,Skoda,Passat,Petrol,Manual,1/17/2024,"€ 25,393.60",Yes,"€ 1,556.00",Commerzbank,"€ 92,079.00",No,2
PUR118787,Lukas,38,Male,Munich,Volkswagen,911,Petrol,Manual,3/9/2024,"€ 26,934.81",No,"€ 12,309.00",Commerzbank,"€ 85,862.00",No,4
PUR118789,Lukas,52,Male,Cologne,Volkswagen,911,Diesel,Manual,1/29/2021,"€ 8,147.06",Yes,"€ 6,773.00",Deutsche Bank,"€ 44,373.00",Yes,3
PUR118790,Sophie,40,Male,Cologne,Volkswagen,Golf,Diesel,Manual,6/6/2022,"€ 19,621.11",Yes,"€ 4,430.00",Commerzbank,"€ 54,726.00",Yes,4
PUR118791,Laura,40,Male,Berlin,BMW,Golf,Petrol,Manual,10/18/2024,"€ 30,527.38",Yes,"€ 3,807.00",Commerzbank,"€ 106,577.00",No,3
PUR118792,Felix,55,Male,Frankfurt,Audi,911,Diesel,Manual,2/17/2023,"€ 28,465.16",Yes,"€ 4,860.00",Deutsche Bank,"€ 33,126.00",No,5
PUR118793,Laura,38,Female,Other,Porsche,Golf,Diesel,Automatic,6/8/2024,"€ 17,323.37",Yes,"€ 13,198.00",Deutsche Bank,"€ 74,128.00",No,5
PUR118794,Sophie,62,Female,Berlin,Opel,Golf,Petrol,Manual,3/15/2021,"€ 26,979.33",Yes,"€ 3,877.00",Commerzbank,"€ 90,178.00",No,3
PUR118795,Anna,40,Female,Munich,Mercedes,C-Class,Petrol,Automatic,2/16/2023,"€ 8,000.00",No,"€ 3,470.00",Deutsche Bank,"€ 83,937.00",No,4
PUR118796,Laura,53,Female,Munich,BMW,Insignia,Diesel,Manual,6/16/2021,"€ 25,664.52",Yes,"€ 11,118.00",Commerzbank,"€ 25,003.00",No,4
PUR118797,Sophie,38,Female,Frankfurt,Audi,C-Class,Electric,Manual,4/18/2022,"€ 25,565.49",Yes,"€ 4,514.00",Volksbank,"€ 34,105.00",Yes,5
PUR118798,Anna,56,Female,Munich,Volkswagen,Golf,Petrol,Automatic,12/20/2024,"€ 20,440.18",Yes,"€ 5,722.00",None,"€ 103,973.00",Yes,4
PUR118799,Julia,52,Male,Munich,Volkswagen,Octavia,Diesel,Manual,4/4/2024,"€ 35,392.03",Yes,"€ 7,111.00",Deutsche Bank,"€ 115,957.00",Yes,5
PUR118800,Hans,43,Female,Other,Mercedes,Insignia,Petrol,Manual,6/4/2021,"€ 40,189.42",Yes,"€ 5,818.00",Deutsche Bank,"€ 92,734.00",No,2
PUR118801,Tim,67,Female,Berlin,Volkswagen,C-Class,Electric,Manual,10/9/2023,"€ 51,300.48",Yes,"€ 13,327.00",Volksbank,"€ 21,693.00",No,4
PUR118802,Julia,67,Male,Munich,BMW,Golf,Petrol,Automatic,5/17/2022,"€ 17,034.48",Yes,"€ 4,608.00",Deutsche Bank,"€ 107,032.00",Yes,4
PUR118803,Julia,68,Female,Munich,Volkswagen,Octavia,Diesel,Manual,9/26/2023,"€ 40,785.27",Yes,"€ 9,884.00",Commerzbank,"€ 89,571.00",Yes,5
PUR118804,Julia,67,Male,Stuttgart,Volkswagen,A3,Petrol,Manual,6/14/2024,"€ 32,526.60",No,"€ 14,798.00",Volksbank,"€ 49,037.00",Yes,4
PUR118805,Tim,55,Male,Munich,Audi,X5,Petrol,Manual,11/21/2022,"€ 22,835.76",Yes,"€ 2,331.00",Commerzbank,"€ 29,992.00",No,4
PUR118806,Lukas,65,Female,Frankfurt,Volkswagen,Insignia,Diesel,Manual,8/20/2024,"€ 32,959.11",No,"€ 12,969.00",Commerzbank,"€ 28,128.00",Yes,5
PUR118807,Lukas,49,Female,Stuttgart,Mercedes,Insignia,Diesel,Automatic,5/1/2021,"€ 21,142.41",No,"€ 3,411.00",Deutsche Bank,"€ 91,317.00",Yes,3
PUR118808,Tim,43,Female,Cologne,Volkswagen,Passat,Diesel,Automatic,2/3/2022,"€ 21,385.17",Yes,"€ 13,872.00",Deutsche Bank,"€ 57,480.00",No,5
PUR118809,Anna,23,Male,Frankfurt,Volkswagen,Insignia,Petrol,Manual,9/23/2021,"€ 19,049.55",Yes,"€ 5,913.00",Commerzbank,"€ 23,819.00",No,2
PUR118810,Anna,48,Male,Berlin,BMW,Insignia,Diesel,Manual,12/14/2024,"€ 26,531.25",Yes,"€ 7,484.00",Volksbank,"€ 75,774.00",No,1
PUR118811,Anna,67,Male,Frankfurt,Mercedes,X5,Diesel,Automatic,4/13/2022,"€ 36,103.99",Yes,"€ 7,412.00",Deutsche Bank,"€ 26,528.00",Yes,4
PUR118812,Felix,73,Female,Munich,BMW,Golf,Diesel,Manual,6/22/2023,"€ 33,944.64",No,"€ 4,029.00",Deutsche Bank,"€ 94,076.00",No,3
PUR118813,Felix,48,Male,Berlin,BMW,Passat,Electric,Automatic,4/6/2022,"€ 13,942.32",Yes,"€ 1,728.00",Volksbank,"€ 25,973.00",Yes,5
